customer_id,telecom_partner,gender,age,state,city,pincode,date_of_registration,num_dependents,estimated_salary,calls_made,sms_sent,data_used,churn,estimated_salary_log
99339,BSNL,F,40.0,Haryana,Kolkata,539608,2021-05-12,1,71391.0,60,33.0,8755.0,0,11.17594109723226
92111,BSNL,M,21.0,Punjab,Delhi,202093,2021-04-06,1,40216.0,102,30.0,2874.0,1,10.602045070788348
80662,Reliance Jio,F,21.0,Arunachal Pradesh,Delhi,742396,2021-02-07,2,117551.0,89,23.0,7478.0,0,11.674636067860058
53524,Vodafone,M,59.0,Meghalaya,Chennai,584671,2020-09-24,0,121708.0,35,4.0,4789.0,0,11.709388228583103
32627,Reliance Jio,F,69.0,Assam,Chennai,474910,2020-06-12,4,32131.0,53,24.0,1795.0,0,10.377607697293703
212665,Airtel,F,48.0,Telangana,Delhi,206028,2022-11-30,3,46510.0,45,10.0,3469.0,1,10.74744412273953
117043,BSNL,M,46.0,Gujarat,Hyderabad,420399,2021-08-08,4,104467.0,26,24.0,1085.0,0,11.556636083396361
101293,Airtel,F,38.0,Madhya Pradesh,Bangalore,966103,2021-05-21,4,77866.0,65,3.0,679.0,0,11.262757522080854
14562,BSNL,M,71.0,Meghalaya,Delhi,801548,2020-03-13,4,99999999.0,96,14.0,1241.0,1,18.420680743952367
101620,Airtel,M,32.0,Maharashtra,Delhi,311040,2021-05-23,2,112913.0,65,6.0,839.0,0,11.634381745992908
135214,Airtel,M,71.0,Himachal Pradesh,Hyderabad,263779,2021-11-07,2,34536.0,72,18.0,6648.0,0,10.449786492109144
47158,Vodafone,M,59.0,Karnataka,Delhi,185098,2020-08-24,3,100790.0,41,30.0,3591.0,0,11.520804344918913
194338,BSNL,F,18.0,Telangana,Kolkata,523779,2022-08-30,3,53861.0,58,38.0,9453.0,1,10.894180498984744
184621,Vodafone,M,21.0,Tamil Nadu,Bangalore,751943,2022-07-13,0,108778.0,15,40.0,5186.0,1,11.597073580068361
32615,BSNL,F,49.0,Goa,Delhi,418779,2020-06-12,2,42533.0,64,7.0,9363.0,0,10.658059035083072
194832,Reliance Jio,F,24.0,West Bengal,Bangalore,229443,2022-09-02,4,44175.0,-7,24.0,7144.0,0,10.695936934169936
31735,Vodafone,M,41.0,Chhattisgarh,Kolkata,228168,2020-06-07,2,34890.0,45,14.0,1644.0,0,10.459984195277682
7444,Reliance Jio,M,37.0,Andhra Pradesh,Delhi,780116,2020-02-07,4,42136.0,22,20.0,6896.0,1,10.648681493556756
127527,Vodafone,M,41.0,Assam,Hyderabad,801123,2021-09-30,4,36819.0,41,41.0,844.0,0,10.51379645478707
235835,Airtel,M,49.0,Andhra Pradesh,Mumbai,431491,2023-03-26,2,100792.0,99,31.0,9396.0,0,11.520824187763584
2864,BSNL,F,40.0,Madhya Pradesh,Kolkata,146986,2020-01-15,1,131850.0,19,48.0,4035.0,1,11.789427776128857
128313,BSNL,F,68.0,Gujarat,Bangalore,129267,2021-10-04,2,99742.0,28,25.0,2197.0,0,11.510352156851102
120620,Airtel,F,40.0,Gujarat,Kolkata,263224,2021-08-26,1,85177.0,29,27.0,4626.0,0,11.352498463511484
179051,Airtel,M,48.0,Madhya Pradesh,Hyderabad,124578,2022-06-15,0,33122.0,36,33.0,474.0,0,10.407983184107247
180222,Reliance Jio,F,63.0,Mizoram,Bangalore,105619,2022-06-21,1,54356.0,35,25.0,4714.0,0,10.903328679104217
157194,Airtel,M,27.0,West Bengal,Delhi,917653,2022-02-25,0,64026.0,7,39.0,1885.0,0,11.067060148377571
210713,Vodafone,M,72.0,Tamil Nadu,Mumbai,911293,2022-11-20,4,97915.0,15,24.0,7334.0,0,11.49186524723858
84063,Airtel,M,27.0,Haryana,Chennai,715890,2021-02-24,3,41444.0,41,24.0,7124.0,1,10.632122526025627
73950,Reliance Jio,M,19.0,Chhattisgarh,Mumbai,415895,2021-01-05,2,127091.0,-2,3.0,6543.0,1,11.75266651263167
128236,Airtel,M,27.0,Mizoram,Hyderabad,120807,2021-10-03,3,45271.0,4,37.0,9534.0,0,10.72044401882236
127349,Airtel,F,22.0,Odisha,Bangalore,447887,2021-09-29,2,112140.0,-4,18.0,3675.0,0,11.627512287062551
6060,Reliance Jio,F,53.0,Sikkim,Bangalore,763760,2020-01-31,4,32026.0,98,30.0,6169.0,0,10.374334576024932
120254,Reliance Jio,M,26.0,Uttarakhand,Delhi,130531,2021-08-24,1,46124.0,32,35.0,8651.0,0,10.739110381342828
88507,BSNL,M,28.0,Haryana,Mumbai,921214,2021-03-18,1,49802.0,79,18.0,2016.0,0,10.815830502162186
110916,BSNL,F,38.0,Karnataka,Delhi,853369,2021-07-09,2,40905.0,3,42.0,3710.0,0,10.619032030538111
42902,Reliance Jio,M,24.0,Maharashtra,Bangalore,157683,2020-08-02,4,46728.0,1,42.0,686.0,0,10.752120235936289
161318,Reliance Jio,M,31.0,Bihar,Mumbai,681583,2022-03-18,2,33271.0,46,11.0,7733.0,0,10.412471481422747
104729,Airtel,F,32.0,Maharashtra,Chennai,289452,2021-06-08,4,112126.0,67,52.0,6233.0,1,11.627387436437244
186147,Airtel,M,47.0,Sikkim,Hyderabad,249008,2022-07-20,1,92887.0,89,34.0,2391.0,0,11.439149745306842
91720,Reliance Jio,F,48.0,Jharkhand,Chennai,662268,2021-04-04,2,545719.0,64,11.0,4227.0,0,13.20986130267681
5757,BSNL,F,30.0,Manipur,Bangalore,911191,2020-01-29,2,109070.0,13,24.0,5970.0,0,11.599754325304707
15415,BSNL,M,70.0,Sikkim,Mumbai,908437,2020-03-18,0,137994.0,73,39.0,2858.0,0,11.834972731598894
141635,Vodafone,M,47.0,Tripura,Bangalore,656254,2021-12-09,2,140785.0,71,30.0,215.0,0,11.854996285944226
51248,BSNL,F,25.0,Goa,Kolkata,674432,2020-09-13,2,113307.0,50,35.0,6391.0,0,11.637865053526047
217673,Reliance Jio,F,71.0,Tamil Nadu,Delhi,139577,2022-12-25,2,29829.0,35,32.0,627.0,0,10.303269877508795
129552,Reliance Jio,M,37.0,Odisha,Kolkata,705863,2021-10-10,3,61062.0,85,4.0,1261.0,0,11.019661397083242
57744,Reliance Jio,M,70.0,Himachal Pradesh,Delhi,407130,2020-10-16,4,29565.0,69,46.0,7892.0,0,10.294380331461035
118936,Reliance Jio,F,62.0,Manipur,Chennai,106748,2021-08-18,2,120781.0,44,9.0,8734.0,0,11.701742546757746
237470,Reliance Jio,F,54.0,Tamil Nadu,Delhi,937171,2023-04-03,1,81128.0,20,7.0,6621.0,0,11.303795759416436
228149,Reliance Jio,M,73.0,West Bengal,Hyderabad,885705,2023-02-15,1,20407.0,44,16.0,6156.0,0,9.923682259821648
163090,Reliance Jio,F,61.0,Punjab,Chennai,557478,2022-03-27,4,104766.0,9,50.0,7159.0,1,11.559494115786048
161419,Vodafone,F,39.0,Uttarakhand,Bangalore,219855,2022-03-18,2,77349.0,87,0.0,5368.0,0,11.256095856001211
34625,Airtel,F,55.0,Assam,Delhi,667968,2020-06-22,1,94341.0,48,44.0,6428.0,0,11.454681756528737
192770,Airtel,M,50.0,Haryana,Hyderabad,274437,2022-08-22,0,139715.0,2,10.0,4804.0,1,11.847367069825017
215820,Vodafone,F,28.0,Uttarakhand,Kolkata,777972,2022-12-16,1,85609.0,40,24.0,1933.0,0,11.357557377736532
208969,Vodafone,M,69.0,Arunachal Pradesh,Mumbai,604665,2022-11-11,3,23434.0,5,28.0,9405.0,0,10.061985910356807
112526,Vodafone,F,24.0,Assam,Kolkata,704082,2021-07-17,0,65602.0,67,38.0,8898.0,0,11.091376705593834
111000,Airtel,M,26.0,Uttarakhand,Delhi,400068,2021-07-09,3,23072.0,84,40.0,9912.0,0,10.046418381725163
62058,Reliance Jio,M,66.0,Bihar,Delhi,559021,2020-11-06,2,23729.0,32,3.0,2274.0,0,10.074495349429808
127513,BSNL,F,57.0,Bihar,Bangalore,988492,2021-09-30,1,60444.0,56,12.0,1226.0,1,11.009489139636091
1028,Vodafone,M,53.0,Nagaland,Bangalore,767465,2020-01-06,4,69054.0,58,38.0,3318.0,0,11.14265856751203
32303,Vodafone,F,69.0,Meghalaya,Mumbai,775426,2020-06-10,1,102783.0,5,25.0,10107.0,1,11.54038497786638
125274,Reliance Jio,F,62.0,West Bengal,Bangalore,493404,2021-09-19,4,129255.0,54,16.0,4946.0,0,11.769550212956666
225095,BSNL,M,57.0,Mizoram,Chennai,981014,2023-01-31,0,97568.0,31,43.0,9272.0,1,11.48831509899751
37224,Airtel,F,63.0,Jharkhand,Bangalore,449957,2020-07-05,0,133370.0,83,24.0,2684.0,0,11.800889997526397
240087,BSNL,F,73.0,Telangana,Delhi,902522,2023-04-16,2,24922.0,68,32.0,7146.0,0,10.123546350888414
80249,Airtel,F,37.0,Arunachal Pradesh,Chennai,294427,2021-02-05,3,31888.0,12,27.0,8623.0,1,10.370016401720026
191151,Reliance Jio,F,42.0,Kerala,Bangalore,506416,2022-08-14,0,98075.0,59,10.0,3445.0,0,11.49349796730413
22277,Airtel,M,26.0,Goa,Delhi,191222,2020-04-21,1,37100.0,9,19.0,1056.0,0,10.521399202410167
185114,Vodafone,M,21.0,Telangana,Kolkata,534314,2022-07-15,2,44112.0,47,40.0,1926.0,0,10.694509802574999
130406,Vodafone,F,21.0,Maharashtra,Hyderabad,591427,2021-10-14,2,110161.0,51,34.0,6966.0,0,11.60970728864804
91682,Vodafone,M,42.0,Maharashtra,Hyderabad,692968,2021-04-03,0,97964.0,49,28.0,175.0,0,11.492365551004868
175500,BSNL,M,19.0,Uttar Pradesh,Mumbai,872050,2022-05-28,2,84173.0,84,28.0,-359.0,1,11.340641363946828
322,Vodafone,M,40.0,Uttarakhand,Hyderabad,935405,2020-01-02,4,48102.0,91,49.0,4223.0,0,10.78109982421129
109007,Vodafone,F,66.0,Karnataka,Chennai,640919,2021-06-29,0,139067.0,21,47.0,2641.0,0,11.84271830112239
44232,BSNL,M,73.0,Mizoram,Bangalore,536579,2020-08-09,3,63181.0,55,51.0,10000.0,0,11.05377472944226
86581,Vodafone,M,69.0,Goa,Delhi,681985,2021-03-09,4,104674.0,60,24.0,5311.0,0,11.558615590887344
214769,BSNL,M,55.0,Gujarat,Delhi,931952,2022-12-10,4,44248.0,56,36.0,720.0,0,10.69758805131066
94496,BSNL,F,71.0,Jharkhand,Kolkata,761022,2021-04-17,2,38363.0,35,2.0,5788.0,0,10.554874798847841
196200,BSNL,M,52.0,Haryana,Mumbai,220513,2022-09-08,1,44810.0,47,42.0,4076.0,0,10.710208923978403
57735,Vodafone,M,19.0,Punjab,Mumbai,621279,2020-10-15,2,87847.0,44,42.0,3020.0,0,11.383363327277548
132983,BSNL,M,71.0,Maharashtra,Chennai,999974,2021-10-27,4,130801.0,55,15.0,10929.0,0,11.781440008408214
48537,Vodafone,M,54.0,Haryana,Hyderabad,236798,2020-08-30,3,88549.0,72,13.0,6757.0,1,11.39132264321098
206504,Vodafone,M,45.0,Maharashtra,Delhi,674374,2022-10-30,2,102569.0,30,9.0,4810.0,0,11.538300771301456
37736,Airtel,M,38.0,Nagaland,Hyderabad,449315,2020-07-07,1,27295.0,26,6.0,3674.0,0,10.214495450291405
179401,Airtel,F,46.0,Andhra Pradesh,Kolkata,213594,2022-06-16,1,82527.0,13,16.0,-267.0,1,11.32089290868107
147302,Reliance Jio,F,31.0,Telangana,Mumbai,626622,2022-01-07,1,129870.0,62,2.0,2074.0,0,11.77429692908219
60232,BSNL,F,41.0,Tamil Nadu,Hyderabad,643589,2020-10-28,1,138649.0,36,13.0,9473.0,0,11.839708051043925
106652,Reliance Jio,F,21.0,West Bengal,Delhi,624895,2021-06-17,1,85609.0,22,26.0,2310.0,0,11.357557377736532
51910,Airtel,M,43.0,Telangana,Delhi,252983,2020-09-16,0,39800.0,58,3.0,8265.0,0,10.591647316585027
178083,Airtel,F,32.0,Gujarat,Mumbai,698116,2022-06-10,4,117784.0,45,38.0,6425.0,1,11.676616207626706
147137,Reliance Jio,M,44.0,Nagaland,Mumbai,445178,2022-01-06,4,51760.0,51,5.0,4398.0,0,10.854392248926331
6449,BSNL,F,32.0,Gujarat,Mumbai,382098,2020-02-02,3,115929.0,78,39.0,5531.0,1,11.660741839664448
228611,Vodafone,F,59.0,Karnataka,Hyderabad,991846,2023-02-18,3,34855.0,57,9.0,6542.0,0,10.458980567797278
233123,Airtel,F,60.0,Rajasthan,Mumbai,428018,2023-03-12,4,60296.0,25,15.0,9850.0,1,11.007037630233862
228518,Airtel,M,50.0,Meghalaya,Chennai,617534,2023-02-17,4,82583.0,58,13.0,5653.0,0,11.321571236145425
199202,Vodafone,M,29.0,Uttar Pradesh,Kolkata,726675,2022-09-24,3,58330.0,51,13.0,718.0,0,10.97388896343752
51148,BSNL,M,18.0,Telangana,Mumbai,642888,2020-09-12,4,70714.0,70,48.0,616.0,0,11.1664129934546
208483,BSNL,M,44.0,Uttarakhand,Delhi,690496,2022-11-09,3,99678.0,28,45.0,7001.0,0,11.50971030186823
166974,Vodafone,F,51.0,Haryana,Mumbai,813739,2022-04-15,2,109607.0,24,8.0,10606.0,0,11.604665643532945
33111,BSNL,M,54.0,Assam,Hyderabad,577262,2020-06-14,0,127219.0,82,18.0,1371.0,0,11.753673150232796
98221,Vodafone,F,56.0,Mizoram,Delhi,178675,2021-05-06,4,54813.0,80,46.0,2079.0,0,10.91170091476062
169825,Reliance Jio,M,36.0,Maharashtra,Bangalore,257336,2022-04-29,1,22448.0,86,44.0,8706.0,1,10.019001348748468
40382,Reliance Jio,F,56.0,Mizoram,Kolkata,293948,2020-07-21,3,148959.0,77,17.0,4784.0,1,11.911433092510894
191440,BSNL,M,26.0,Andhra Pradesh,Hyderabad,150940,2022-08-16,1,52242.0,35,20.0,6079.0,0,10.863661189560236
232246,Airtel,F,50.0,Gujarat,Delhi,830198,2023-03-08,3,79592.0,96,2.0,8458.0,0,11.28468142826706
62543,BSNL,F,40.0,Assam,Hyderabad,986948,2020-11-09,4,89453.0,83,37.0,9563.0,0,11.401479805656454
33881,Reliance Jio,M,36.0,Madhya Pradesh,Delhi,905416,2020-06-18,4,128390.0,63,36.0,3650.0,0,11.762835574323393
110180,Vodafone,M,46.0,Meghalaya,Bangalore,960183,2021-07-05,2,60370.0,58,44.0,1746.0,1,11.008264136172082
224306,Vodafone,M,39.0,Jharkhand,Bangalore,393881,2023-01-27,2,39651.0,33,21.0,7435.0,1,10.587896667152789
194385,Reliance Jio,F,54.0,Mizoram,Chennai,624246,2022-08-30,3,36888.0,92,17.0,3156.0,0,10.515668682606062
90798,Reliance Jio,M,47.0,Assam,Bangalore,284362,2021-03-30,3,126201.0,25,26.0,98.22950979742456,0,11.745639076824213
25667,BSNL,F,52.0,Telangana,Hyderabad,495977,2020-05-08,2,129069.0,64,5.0,2939.0,0,11.768110171829234
22637,Airtel,M,38.0,Arunachal Pradesh,Bangalore,259486,2020-04-23,0,27921.0,49,14.0,6712.0,1,10.237170187548593
171252,Reliance Jio,M,71.0,Odisha,Bangalore,927680,2022-05-07,3,26699.0,77,18.0,7657.0,1,10.19241884438834
215893,BSNL,F,61.0,Tripura,Kolkata,196782,2022-12-16,1,61509.0,49,34.0,9375.0,0,11.026955042202413
30450,Reliance Jio,M,71.0,Punjab,Chennai,669037,2020-06-01,3,22284.0,106,28.0,7683.0,0,10.011669085380657
49591,Airtel,M,29.0,Gujarat,Mumbai,468907,2020-09-05,1,33369.0,88,2.0,8105.0,0,10.415412571745419
58816,Airtel,M,26.0,Kerala,Hyderabad,224131,2020-10-21,4,94833.0,72,22.0,9895.0,1,11.45988327373268
51424,Vodafone,M,31.0,Uttarakhand,Bangalore,777191,2020-09-14,1,130259.0,85,22.0,170.0,0,11.777287732100392
90921,Reliance Jio,M,66.0,Karnataka,Chennai,565770,2021-03-31,0,71629.0,22,37.0,6534.0,0,11.179269259608496
5811,Airtel,M,28.0,Meghalaya,Delhi,458635,2020-01-30,2,85609.0,34,35.0,-698.0,1,11.357557377736532
154566,Airtel,M,27.0,Maharashtra,Delhi,883713,2022-02-12,1,78540.0,28,39.0,3670.0,0,11.271376060416618
16405,Reliance Jio,F,56.0,Nagaland,Delhi,319083,2020-03-23,2,85729.0,97,48.0,7548.0,0,11.358958101672801
147121,BSNL,F,61.0,Assam,Bangalore,604668,2022-01-06,4,83364.0,71,24.0,2540.0,0,11.330983835994559
32959,Vodafone,M,44.0,Gujarat,Delhi,960197,2020-06-13,4,72424.0,85,34.0,4647.0,1,11.19030682263755
215891,Airtel,M,33.0,Andhra Pradesh,Delhi,387176,2022-12-16,2,92099.0,71,1.0,6611.0,0,11.430630222243398
57572,BSNL,M,26.0,Madhya Pradesh,Kolkata,707750,2020-10-15,4,24584.0,9,4.0,8975.0,0,10.10989177984604
126534,BSNL,F,25.0,West Bengal,Hyderabad,116554,2021-09-25,0,65188.0,38,36.0,3336.0,0,11.08504602202489
209435,Airtel,F,63.0,Uttarakhand,Hyderabad,841138,2022-11-14,2,94921.0,77,11.0,8472.0,0,11.460810780702776
67829,Vodafone,M,30.0,Manipur,Hyderabad,333172,2020-12-05,2,120507.0,14,13.0,149.0,0,11.699471419750619
